genome	og	contig	start	end	strand	identity	coverage
GCA_016166325.2	223067at5125	CM040487.1	744321	755560	-	0.9905	1.000
GCA_016166325.2	223090at5125	CM040486.1	2830548	2832056	-	1.0	1.000
GCA_016166325.2	223102at5125	CM040486.1	800906	802506	+	0.996	1.000
GCA_016166325.2	223114at5125	CM040488.1	1633638	1634270	-	0.989	1.000
GCA_016166325.2	223115at5125	CM040485.1	4427110	4432601	+	0.9954	1.000
GCA_016166325.2	223138at5125	CM040489.1	3271693	3273570	+	0.976	1.000
GCA_016166325.2	223144at5125	CM040485.1	2934188	2934793	+	0.995	1.000
GCA_016166325.2	223166at5125	CM040491.1	2607993	2609966	+	0.9894	1.000
GCA_016166325.2	223179at5125	CM040486.1	4137954	4139829	+	0.9804	1.000
GCA_016166325.2	223181at5125	CM040488.1	2713269	2714616	-	0.9951	1.000
GCA_016166325.2	223184at5125	CM040486.1	1356852	1357535	+	0.9736	1.000
GCA_016166325.2	223190at5125	CM040491.1	3246994	3249069	-	0.9913	1.000
GCA_016166325.2	223198at5125	CM040486.1	3760401	3762971	-	0.9871	1.000
GCA_016166325.2	223225at5125	CM040488.1	1977305	1978429	+	0.986	1.000
GCA_016166325.2	223242at5125	CM040486.1	1095656	1096246	+	0.9949	1.000
GCA_016166325.2	223246at5125	CM040488.1	3969749	3971038	-	0.9976	1.000
GCA_016166325.2	223253at5125	CM040487.1	663150	665025	-	0.9876	1.000
GCA_016166325.2	223268at5125	CM040486.1	4420547	4422340	+	0.9899	1.000
GCA_016166325.2	223340at5125	CM040485.1	4360271	4361793	+	0.9959	1.000
GCA_016166325.2	223351at5125	CM040488.1	2225335	2226968	-	1.0	1.000
GCA_016166325.2	223386at5125	CM040487.1	1274999	1275919	+	0.9967	1.000
GCA_016166325.2	223392at5125	CM040486.1	3590052	3592805	-	0.9967	1.000
GCA_016166325.2	223398at5125	CM040489.1	2350387	2351040	+	0.995	0.995
GCA_016166325.2	223421at5125	CM040489.1	3163503	3165626	+	0.9887	1.000
GCA_016166325.2	223434at5125	CM040485.1	3755960	3757599	-	0.998	1.000
GCA_016166325.2	223466at5125	CM040485.1	1222580	1224208	+	0.9834	1.000
GCA_016166325.2	223468at5125	CM040491.1	1979525	1980673	-	1.0	1.000
GCA_016166325.2	223470at5125	CM040485.1	2505384	2508019	-	0.993	1.000
GCA_016166325.2	223499at5125	CM040488.1	1800326	1801342	+	0.9882	1.000
GCA_016166325.2	223509at5125	CM040491.1	3120437	3121204	+	0.9922	1.000
GCA_016166325.2	223512at5125	CM040487.1	1804871	1808474	+	0.9855	1.000
GCA_016166325.2	223534at5125	CM040489.1	3689101	3689879	-	1.0	1.000
GCA_016166325.2	223543at5125	CM040486.1	863960	867903	+	0.9954	1.000
GCA_016166325.2	223556at5125	CM040490.1	1928497	1930130	+	0.981	1.000
GCA_016166325.2	223567at5125	CM040486.1	2366860	2367513	+	1.0	1.000
GCA_016166325.2	223592at5125	CM040491.1	2634262	2635197	-	0.9934	1.000
GCA_016166325.2	223602at5125	CM040491.1	1869511	1870278	-	1.0	1.000
GCA_016166325.2	223622at5125	CM040487.1	1055562	1056368	-	1.0	1.000
GCA_016166325.2	223645at5125	CM040488.1	2042164	2042807	+	0.9949	1.000
GCA_016166325.2	223673at5125	CM040492.1	1850014	1850957	+	0.9931	1.000
GCA_016166325.2	223681at5125	CM040490.1	1975042	1977043	+	0.9904	1.000
GCA_016166325.2	223707at5125	CM040485.1	4119929	4120655	+	0.9802	1.000
GCA_016166325.2	223716at5125	CM040485.1	2897939	2899098	-	0.989	1.000
GCA_016166325.2	223737at5125	CM040490.1	3395471	3395856	+	1.0	1.000
GCA_016166325.2	223741at5125	CM040492.1	1655500	1657051	+	0.9911	1.000
GCA_016166325.2	223745at5125	CM040490.1	986323	986867	+	0.9925	1.000
GCA_016166325.2	223769at5125	CM040491.1	2797397	2799247	-	0.9951	1.000
GCA_016166325.2	223785at5125	CM040487.1	1463262	1463702	-	0.9922	1.000
GCA_016166325.2	223797at5125	CM040485.1	3570060	3571304	-	0.9957	1.000
GCA_016166325.2	223799at5125	CM040491.1	1917765	1918483	-	0.982	1.000
GCA_016166325.2	223807at5125	CM040485.1	4246952	4247395	+	1.0	1.000
GCA_016166325.2	223819at5125	CM040485.1	1841752	1844516	-	0.9747	1.000
GCA_016166325.2	223820at5125	CM040488.1	3015385	3016647	-	0.9929	1.000
GCA_016166325.2	223824at5125	CM040485.1	5809882	5810794	+	0.9824	1.000
GCA_016166325.2	223893at5125	CM040489.1	2502278	2503479	-	0.9876	1.000
GCA_016166325.2	223898at5125	CM040485.1	5056352	5057221	+	0.9758	1.000
GCA_016166325.2	223908at5125	CM040488.1	1696231	1700094	-	0.9979	1.000
GCA_016166325.2	223909at5125	CM040490.1	2037769	2038783	+	0.9806	1.000
GCA_016166325.2	223920at5125	CM040488.1	4258667	4259851	-	0.9822	1.000
GCA_016166325.2	224042at5125	CM040491.1	2750382	2751529	+	0.9971	1.000
GCA_016166325.2	224044at5125	CM040486.1	1149450	1150764	-	0.9834	1.000
GCA_016166325.2	224050at5125	CM040486.1	3622565	3623891	-	0.9883	1.000
GCA_016166325.2	224052at5125	CM040488.1	1275172	1277314	+	0.9963	1.000
GCA_016166325.2	224058at5125	CM040485.1	3477566	3479823	+	0.9878	1.000
GCA_016166325.2	224080at5125	CM040485.1	2940733	2941935	-	0.9975	1.000
GCA_016166325.2	224085at5125	CM040485.1	5402799	5403644	+	0.9929	1.000
GCA_016166325.2	224092at5125	CM040491.1	2817073	2818101	-	0.9942	1.000
GCA_016166325.2	224144at5125	CM040487.1	1451728	1453511	+	0.9965	1.000
GCA_016166325.2	224150at5125	CM040486.1	1396424	1397693	-	0.9975	1.000
GCA_016166325.2	224170at5125	CM040486.1	1402268	1410048	-	0.9925	1.000
GCA_016166325.2	224210at5125	CM040486.1	1026564	1027073	-	0.9708	1.000
GCA_016166325.2	224257at5125	CM040486.1	3237365	3237895	-	1.0	1.000
GCA_016166325.2	224341at5125	CM040492.1	1953366	1954621	+	0.9913	1.000
GCA_016166325.2	224350at5125	CM040487.1	4254583	4255437	+	0.9921	1.000
GCA_016166325.2	224389at5125	CM040486.1	3110720	3112420	+	1.0	1.000
GCA_016166325.2	224422at5125	CM040492.1	1315810	1316079	+	0.9888	1.000
GCA_016166325.2	224443at5125	CM040491.1	2979980	2981227	-	1.0	1.000
GCA_016166325.2	224454at5125	CM040486.1	2954133	2955329	+	0.99	1.000
GCA_016166325.2	224473at5125	CM040490.1	1277523	1278712	-	1.0	1.000
GCA_016166325.2	224488at5125	CM040489.1	3012026	3013622	+	0.9758	1.000
GCA_016166325.2	224494at5125	CM040486.1	1236332	1238014	+	0.9946	1.000
GCA_016166325.2	224507at5125	CM040485.1	2243155	2244201	-	0.9914	1.000
GCA_016166325.2	224534at5125	CM040489.1	1261790	1263094	+	0.9928	1.000
GCA_016166325.2	224557at5125	CM040487.1	2074548	2075939	+	0.9935	1.000
GCA_016166325.2	224575at5125	CM040488.1	2861686	2863080	-	0.9914	1.000
GCA_016166325.2	224629at5125	CM040485.1	4163847	4164596	-	0.9871	1.000
GCA_016166325.2	226417at5125	CM040488.1	1785077	1785925	+	0.9965	1.000
GCA_016166325.2	226951at5125	CM040486.1	1789511	1792085	+	0.9964	1.000
GCA_016166325.2	226966at5125	CM040488.1	2562376	2563219	+	0.9956	1.000
GCA_016166325.2	227006at5125	CM040486.1	2564952	2568102	+	0.9989	0.996
GCA_016166325.2	227019at5125	CM040492.1	1511079	1511491	-	1.0	1.000
GCA_016166325.2	227050at5125	CM040491.1	3669953	3670804	+	1.0	1.000
GCA_016166325.2	227295at5125	CM040490.1	3316580	3318119	-	1.0	1.000
GCA_016166325.2	227300at5125	CM040488.1	3581573	3582738	+	0.9801	1.000
GCA_016166325.2	227331at5125	CM040488.1	2209258	2211538	-	0.9986	1.000
GCA_016166325.2	227452at5125	CM040489.1	1335828	1337875	+	1.0	1.000
GCA_016166325.2	22746at5125	CM040489.1	1945706	1946763	-	0.997	1.000
GCA_016166325.2	227519at5125	CM040486.1	3399432	3400324	-	1.0	1.000
GCA_016166325.2	227528at5125	CM040487.1	3860407	3864837	+	0.9897	1.000
GCA_016166325.2	227644at5125	CM040487.1	862325	863423	+	0.9971	1.000
GCA_016166325.2	227791at5125	CM040491.1	2876379	2877675	-	0.9904	1.000
GCA_016166325.2	227932at5125	CM040488.1	4071879	4077707	+	0.9912	1.000
GCA_016166325.2	227998at5125	CM040487.1	1926237	1928473	-	0.9858	1.000
GCA_016166325.2	228044at5125	CM040489.1	2607675	2609725	-	0.9985	1.000
GCA_016166325.2	228045at5125	CM040486.1	4547289	4548369	+	0.9582	0.906
GCA_016166325.2	228105at5125	CM040486.1	3841571	3844790	+	0.9968	1.000
GCA_016166325.2	228275at5125	CM040486.1	3860346	3861976	+	0.9943	1.000
GCA_016166325.2	23119at5125	CM040485.1	4422068	4422617	-	1.0	1.000
GCA_016166325.2	23161at5125	CM040488.1	1727424	1727878	+	0.9924	1.000
GCA_016166325.2	23233at5125	CM040485.1	1609400	1611656	-	0.9972	1.000
GCA_016166325.2	23402at5125	CM040491.1	2774615	2775979	+	1.0	1.000
GCA_016166325.2	23412at5125	CM040489.1	2507308	2507948	-	1.0	1.000
GCA_016166325.2	23533at5125	CM040490.1	3723702	3724868	+	0.9974	1.000
GCA_016166325.2	23667at5125	CM040485.1	3402564	3404984	-	0.9987	1.000
GCA_016166325.2	25334at5125	CM040485.1	2388068	2391567	+	1.0	1.000
GCA_016166325.2	25341at5125	CM040492.1	2562446	2563591	+	1.0	1.000
GCA_016166325.2	25373at5125	CM040488.1	1067921	1070146	-	0.9959	1.000
GCA_016166325.2	25837at5125	CM040485.1	3098016	3099608	-	1.0	1.000
GCA_016166325.2	25927at5125	CM040492.1	2093975	2097266	-	0.9972	1.000
GCA_016166325.2	25989at5125	CM040487.1	4087187	4088139	+	1.0	1.000
GCA_016166325.2	27800at5125	CM040489.1	2535395	2537308	-	0.9969	1.000
GCA_016166325.2	27835at5125	CM040486.1	2806130	2807211	-	0.9919	1.000
GCA_016166325.2	28081at5125	CM040488.1	1681549	1683251	+	0.9981	1.000
GCA_016166325.2	2810at5125	CM040492.1	849207	849707	+	1.0	1.000
GCA_016166325.2	28608at5125	CM040488.1	3783436	3784800	-	1.0	1.000
GCA_016166325.2	2860at5125	CM040485.1	4580516	4582587	-	1.0	1.000
GCA_016166325.2	28628at5125	CM040489.1	1932413	1940262	-	0.9945	1.000
GCA_016166325.2	28680at5125	CM040489.1	3596605	3597211	-	1.0	1.000
GCA_016166325.2	28761at5125	CM040487.1	1132229	1132539	-	1.0	1.000
GCA_016166325.2	29110at5125	CM040486.1	2061490	2063522	+	0.9872	1.000
GCA_016166325.2	29239at5125	CM040489.1	1266138	1267325	+	0.9973	1.000
GCA_016166325.2	29332at5125	CM040486.1	1632891	1636582	+	0.9906	1.000
GCA_016166325.2	29445at5125	CM040491.1	3790934	3792418	+	0.996	1.000
GCA_016166325.2	29491at5125	CM040489.1	3384614	3386059	+	1.0	1.000
GCA_016166325.2	29617at5125	CM040488.1	3963861	3965765	+	0.9912	1.000
GCA_016166325.2	29683at5125	CM040485.1	5494208	5495602	-	0.991	1.000
GCA_016166325.2	30317at5125	CM040491.1	2256962	2260795	-	0.9992	1.000
GCA_016166325.2	30405at5125	CM040489.1	2277482	2279057	-	0.9933	1.000
GCA_016166325.2	30923at5125	CM040487.1	1825090	1825564	+	1.0	1.000
GCA_016166325.2	31012at5125	CM040489.1	2942187	2943260	-	1.0	1.000
GCA_016166325.2	31075at5125	CM040488.1	2747660	2751669	-	0.9968	1.000
GCA_016166325.2	31179at5125	CM040491.1	3316719	3318217	+	0.9866	1.000
GCA_016166325.2	31314at5125	CM040487.1	1299020	1302332	-	0.9979	1.000
GCA_016166325.2	31343at5125	CM040488.1	3279182	3281409	-	0.9971	1.000
GCA_016166325.2	31619at5125	CM040489.1	1003146	1007052	-	1.0	1.000
GCA_016166325.2	31696at5125	CM040489.1	1319883	1322624	-	0.9984	1.000
GCA_016166325.2	31753at5125	CM040485.1	2925001	2925367	-	1.0	1.000
GCA_016166325.2	32105at5125	CM040485.1	3436201	3439405	+	0.9966	1.000
GCA_016166325.2	32145at5125	CM040490.1	2560049	2562335	+	0.9985	1.000
GCA_016166325.2	32284at5125	CM040486.1	3827234	3830913	+	1.0	1.000
GCA_016166325.2	32488at5125	CM040486.1	4230763	4231620	+	0.9789	1.000
GCA_016166325.2	32666at5125	CM040485.1	4759229	4760418	+	0.9929	1.000
GCA_016166325.2	32730at5125	CM040489.1	2622907	2624388	-	1.0	1.000
GCA_016166325.2	32748at5125	CM040485.1	5244364	5245554	+	1.0	1.000
GCA_016166325.2	33012at5125	CM040487.1	2422455	2424284	+	1.0	1.000
GCA_016166325.2	33101at5125	CM040490.1	1499808	1501598	+	1.0	1.000
GCA_016166325.2	33226at5125	CM040488.1	689771	690998	-	0.992	1.000
GCA_016166325.2	33299at5125	CM040485.1	3814596	3815894	-	0.9971	1.000
GCA_016166325.2	33840at5125	CM040486.1	1781716	1784942	-	0.999	1.000
GCA_016166325.2	33926at5125	CM040487.1	2597719	2598461	-	0.9856	1.000
GCA_016166325.2	33953at5125	CM040488.1	2558933	2559789	+	1.0	1.000
GCA_016166325.2	34096at5125	CM040490.1	760964	762682	+	0.9962	1.000
GCA_016166325.2	34574at5125	CM040488.1	4094786	4096454	+	0.9956	1.000
GCA_016166325.2	35032at5125	CM040485.1	5039348	5049879	-	0.9962	1.000
GCA_016166325.2	35216at5125	CM040488.1	2785251	2788517	-	1.0	1.000
GCA_016166325.2	35308at5125	CM040485.1	2568237	2571256	-	0.9929	1.000
GCA_016166325.2	35570at5125	CM040485.1	4284165	4285453	+	0.9973	1.000
GCA_016166325.2	35630at5125	CM040490.1	3243816	3244716	-	0.9894	1.000
GCA_016166325.2	35744at5125	CM040485.1	2411788	2414372	-	0.9961	1.000
GCA_016166325.2	35964at5125	CM040488.1	2277645	2280011	+	0.9962	1.000
GCA_016166325.2	36293at5125	CM040487.1	4193218	4194675	-	0.9908	1.000
GCA_016166325.2	36308at5125	CM040490.1	3186807	3190580	+	0.9926	1.000
GCA_016166325.2	3723at5125	CM040485.1	4751111	4752455	+	0.9973	1.000
GCA_016166325.2	38498at5125	CM040485.1	5610811	5611450	-	0.9948	1.000
GCA_016166325.2	39102at5125	CM040486.1	1912728	1915104	-	0.9961	1.000
GCA_016166325.2	39179at5125	CM040488.1	1441554	1442773	+	0.9945	1.000
GCA_016166325.2	3927at5125	CM040488.1	1561654	1562879	+	1.0	1.000
GCA_016166325.2	39338at5125	CM040486.1	1249069	1250938	+	0.9982	1.000
GCA_016166325.2	39398at5125	CM040487.1	1435396	1438083	+	0.9944	1.000
GCA_016166325.2	39467at5125	CM040485.1	5968750	5969805	-	0.9858	1.000
GCA_016166325.2	39772at5125	CM040487.1	682443	684369	-	0.9984	1.000
GCA_016166325.2	40012at5125	CM040491.1	2072099	2073108	+	1.0	1.000
GCA_016166325.2	40335at5125	CM040485.1	3963165	3964836	+	1.0	1.000
GCA_016166325.2	40402at5125	CM040485.1	1379134	1381093	-	0.9984	1.000
GCA_016166325.2	40614at5125	CM040488.1	2022578	2023692	+	1.0	1.000
GCA_016166325.2	41003at5125	CM040488.1	762308	764144	+	0.9965	1.000
GCA_016166325.2	41048at5125	CM040491.1	3114900	3118191	+	0.9954	1.000
GCA_016166325.2	41182at5125	CM040486.1	1644393	1645965	+	0.9936	1.000
GCA_016166325.2	41504at5125	CM040487.1	2079578	2080947	-	1.0	1.000
GCA_016166325.2	41551at5125	CM040490.1	987920	990558	-	0.9953	1.000
GCA_016166325.2	41934at5125	CM040491.1	1577029	1578258	-	0.9951	1.000
GCA_016166325.2	42080at5125	CM040489.1	3562685	3563699	-	1.0	1.000
GCA_016166325.2	42205at5125	CM040487.1	4767706	4768795	+	0.9971	1.000
GCA_016166325.2	4250at5125	CM040486.1	2029606	2029928	-	1.0	1.000
GCA_016166325.2	43025at5125	CM040492.1	1855397	1856806	+	0.9908	1.000
GCA_016166325.2	43081at5125	CM040488.1	1864084	1868285	-	1.0	1.000
GCA_016166325.2	43093at5125	CM040485.1	2438614	2439684	-	0.9959	1.000
GCA_016166325.2	43840at5125	CM040490.1	2574690	2576902	+	0.9953	1.000
GCA_016166325.2	44251at5125	CM040487.1	2070565	2072390	-	0.9894	1.000
GCA_016166325.2	44326at5125	CM040487.1	2588561	2591830	-	0.9988	1.000
GCA_016166325.2	44525at5125	CM040488.1	1132866	1134668	+	0.998	1.000
GCA_016166325.2	44554at5125	CM040491.1	2026878	2028227	-	0.9952	1.000
GCA_016166325.2	44703at5125	CM040485.1	4166468	4167590	-	0.9991	1.000
GCA_016166325.2	44919at5125	CM040491.1	1574497	1575287	+	1.0	1.000
GCA_016166325.2	45185at5125	CM040491.1	2231254	2238075	+	0.9939	1.000
GCA_016166325.2	45226at5125	CM040489.1	3516423	3517005	+	0.995	1.000
GCA_016166325.2	45437at5125	CM040492.1	2068914	2069511	-	1.0	1.000
GCA_016166325.2	45442at5125	CM040488.1	1729694	1734430	-	0.9915	1.000
GCA_016166325.2	45760at5125	CM040490.1	3147539	3149426	+	1.0	1.000
GCA_016166325.2	45902at5125	CM040488.1	2930901	2931618	-	1.0	1.000
GCA_016166325.2	46219at5125	CM040491.1	2387082	2388606	-	0.9992	1.000
GCA_016166325.2	46325at5125	CM040491.1	2588421	2588881	-	1.0	1.000
GCA_016166325.2	46331at5125	CM040485.1	4392268	4394876	+	0.9988	1.000
GCA_016166325.2	46589at5125	CM040488.1	1395052	1396091	+	0.9976	1.000
GCA_016166325.2	46939at5125	CM040490.1	2768153	2770449	-	0.9973	1.000
GCA_016166325.2	46946at5125	CM040487.1	2106857	2109870	+	0.9939	1.000
GCA_016166325.2	47007at5125	CM040491.1	2625582	2626784	-	0.995	1.000
GCA_016166325.2	47141at5125	CM040485.1	1029682	1031055	-	0.9977	1.000
GCA_016166325.2	47364at5125	CM040492.1	2131613	2132751	-	0.9966	1.000
GCA_016166325.2	47502at5125	CM040488.1	1228207	1229847	-	0.9981	1.000
GCA_016166325.2	47657at5125	CM040485.1	4419901	4420513	+	1.0	1.000
GCA_016166325.2	48014at5125	CM040488.1	4069881	4077943	-	0.9907	1.000
GCA_016166325.2	48049at5125	CM040486.1	3385608	3387446	-	1.0	1.000
GCA_016166325.2	48063at5125	CM040488.1	3792566	3793579	+	0.9377	1.000
GCA_016166325.2	48091at5125	CM040491.1	1870824	1871228	+	0.9925	1.000
GCA_016166325.2	481at5125	CM040488.1	2994496	2995184	-	1.0	1.000
GCA_016166325.2	4866at5125	CM040486.1	1917862	1918641	+	0.991	1.000
GCA_016166325.2	48777at5125	CM040490.1	753243	754801	-	0.9959	1.000
GCA_016166325.2	49025at5125	CM040487.1	889053	890744	-	0.9942	1.000
GCA_016166325.2	49263at5125	CM040492.1	1737175	1739235	+	1.0	1.000
GCA_016166325.2	49280at5125	CM040487.1	4149406	4151256	+	1.0	1.000
GCA_016166325.2	49463at5125	CM040486.1	4516817	4517673	+	1.0	1.000
GCA_016166325.2	49865at5125	CM040488.1	2148995	2150481	-	0.9987	1.000
GCA_016166325.2	50124at5125	CM040491.1	3273502	3277983	-	0.9959	1.000
GCA_016166325.2	50128at5125	CM040491.1	1887036	1889926	-	0.9932	1.000
GCA_016166325.2	50655at5125	CM040485.1	3732528	3734798	-	0.9907	1.000
GCA_016166325.2	50750at5125	CM040490.1	2093174	2094561	-	0.9977	1.000
GCA_016166325.2	51549at5125	CM040490.1	1476157	1478517	-	0.9959	1.000
GCA_016166325.2	52787at5125	CM040486.1	1542768	1543625	+	0.9828	1.000
GCA_016166325.2	52834at5125	CM040491.1	2598184	2601486	+	0.997	1.000
GCA_016166325.2	5292at5125	CM040489.1	3515256	3516136	-	1.0	1.000
GCA_016166325.2	52936at5125	CM040486.1	2525967	2527689	-	0.9963	1.000
GCA_016166325.2	52986at5125	CM040487.1	3840453	3843751	+	0.9956	1.000
GCA_016166325.2	53093at5125	CM040486.1	3373951	3375525	-	0.9924	1.000
GCA_016166325.2	53485at5125	CM040490.1	2923593	2924056	-	0.947	0.964
GCA_016166325.2	53733at5125	CM040488.1	2464716	2467531	+	0.9966	1.000
GCA_016166325.2	53840at5125	CM040490.1	2057554	2058863	-	0.9952	1.000
GCA_016166325.2	54472at5125	CM040485.1	5383411	5386908	-	1.0	1.000
GCA_016166325.2	55190at5125	CM040485.1	2513723	2515137	-	1.0	1.000
GCA_016166325.2	55284at5125	CM040491.1	3003889	3005608	+	0.994	1.000
GCA_016166325.2	55702at5125	CM040492.1	1093725	1095734	-	0.9957	1.000
GCA_016166325.2	55966at5125	CM040491.1	1561160	1562749	+	0.9978	1.000
GCA_016166325.2	56002at5125	CM040491.1	2307443	2308842	+	0.9815	1.000
GCA_016166325.2	56082at5125	CM040488.1	2009109	2009609	-	0.994	1.000
GCA_016166325.2	56725at5125	CM040489.1	1867015	1868602	-	0.9979	1.000
GCA_016166325.2	56866at5125	CM040491.1	1484875	1485480	-	0.995	1.000
GCA_016166325.2	57319at5125	CM040485.1	3760431	3762781	-	0.9881	1.000
GCA_016166325.2	57341at5125	CM040492.1	1865414	1869547	-	0.9908	1.000
GCA_016166325.2	57446at5125	CM040487.1	1617231	1617658	-	1.0	1.000
GCA_016166325.2	57925at5125	CM040489.1	2862219	2863986	+	0.998	1.000
GCA_016166325.2	58060at5125	CM040489.1	2110080	2111521	+	0.9957	1.000
GCA_016166325.2	58194at5125	CM040485.1	2293382	2296071	-	0.9977	1.000
GCA_016166325.2	58559at5125	CM040487.1	3580410	3582354	+	1.0	1.000
GCA_016166325.2	58621at5125	CM040490.1	2356059	2358014	-	0.9954	1.000
GCA_016166325.2	58722at5125	CM040485.1	1377369	1379003	+	1.0	1.000
GCA_016166325.2	58942at5125	CM040489.1	2525709	2527376	+	0.9981	1.000
GCA_016166325.2	59126at5125	CM040488.1	3096454	3102320	+	0.9957	1.000
GCA_016166325.2	59510at5125	CM040485.1	4178775	4185959	-	0.9973	1.000
GCA_016166325.2	60029at5125	CM040489.1	2521253	2521974	-	0.9866	1.000
GCA_016166325.2	60219at5125	CM040486.1	1482541	1487360	-	0.9827	1.000
GCA_016166325.2	60382at5125	CM040487.1	2182287	2186627	-	0.9958	1.000
GCA_016166325.2	60519at5125	CM040485.1	5172031	5173606	-	0.996	1.000
GCA_016166325.2	60521at5125	CM040487.1	4251017	4252850	-	0.9964	1.000
GCA_016166325.2	60771at5125	CM040489.1	2338723	2349038	+	1.0	1.000
GCA_016166325.2	60997at5125	CM040492.1	1698913	1700323	+	1.0	1.000
GCA_016166325.2	61008at5125	CM040489.1	3314523	3314926	+	1.0	1.000
GCA_016166325.2	61042at5125	CM040490.1	1148547	1153680	-	0.9941	1.000
GCA_016166325.2	61166at5125	CM040485.1	4247860	4248637	-	1.0	1.000
GCA_016166325.2	61376at5125	CM040487.1	850129	852316	+	1.0	1.000
GCA_016166325.2	61402at5125	CM040486.1	599599	600149	-	0.9939	1.000
GCA_016166325.2	62238at5125	CM040488.1	1630156	1631301	-	1.0	1.000
GCA_016166325.2	62445at5125	CM040488.1	2646861	2647823	-	0.9878	1.000
GCA_016166325.2	62516at5125	CM040485.1	5832498	5835066	-	0.9976	1.000
GCA_016166325.2	62738at5125	CM040485.1	3227512	3229239	+	0.9981	1.000
GCA_016166325.2	62809at5125	CM040485.1	1509815	1518925	+	0.9899	1.000
GCA_016166325.2	62876at5125	CM040488.1	2239725	2243321	-	0.9956	1.000
GCA_016166325.2	62918at5125	CM040487.1	1058819	1061716	+	0.9966	1.000
GCA_016166325.2	63103at5125	CM040492.1	2168099	2170352	+	0.9943	1.000
GCA_016166325.2	63492at5125	CM040488.1	1657293	1662816	+	0.9983	1.000
GCA_016166325.2	63495at5125	CM040489.1	3280928	3283540	-	0.9954	1.000
GCA_016166325.2	63745at5125	CM040489.1	3172341	3172964	+	0.9903	1.000
GCA_016166325.2	63761at5125	CM040492.1	1717023	1718591	+	0.9956	1.000
GCA_016166325.2	63765at5125	CM040491.1	2552873	2553999	-	0.9971	1.000
GCA_016166325.2	63896at5125	CM040492.1	1991148	1996553	-	1.0	1.000
GCA_016166325.2	63917at5125	CM040486.1	1584894	1587921	+	0.9989	1.000
GCA_016166325.2	64092at5125	CM040490.1	2733832	2735175	-	0.9903	1.000
GCA_016166325.2	64106at5125	CM040485.1	1855826	1858340	-	0.9976	1.000
GCA_016166325.2	64271at5125	CM040491.1	2286098	2286932	-	0.9923	1.000
GCA_016166325.2	6464at5125	CM040485.1	4860407	4860774	-	0.9918	1.000
GCA_016166325.2	64677at5125	CM040492.1	1646887	1648594	+	1.0	1.000
GCA_016166325.2	64752at5125	CM040488.1	3305874	3307373	+	0.9951	1.000
GCA_016166325.2	65121at5125	CM040487.1	1344893	1345845	+	1.0	1.000
GCA_016166325.2	65274at5125	CM040492.1	2222882	2226049	+	0.9982	1.000
GCA_016166325.2	6563at5125	CM040485.1	1422752	1423385	-	0.9886	1.000
GCA_016166325.2	65810at5125	CM040486.1	1808514	1815674	+	0.9966	1.000
GCA_016166325.2	66128at5125	CM040490.1	2858956	2860305	-	0.9938	1.000
GCA_016166325.2	66398at5125	CM040486.1	903772	905732	+	0.9965	1.000
GCA_016166325.2	66551at5125	CM040492.1	1723159	1725355	-	1.0	1.000
GCA_016166325.2	66782at5125	CM040488.1	1844676	1845598	+	1.0	1.000
GCA_016166325.2	66899at5125	CM040488.1	2253288	2253855	-	1.0	1.000
